Timestamp,Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Temperature,Wind Speed
2018-01-01 00:00:00+00:00,2018,1,1,0,0,0.0,0.0,0.0,25,1
2018-01-01 01:00:00+00:00,2018,1,1,1,0,0.0,0.0,0.0,25,1
2018-01-01 02:00:00+00:00,2018,1,1,2,0,0.0,0.0,0.0,25,1
2018-01-01 03:00:00+00:00,2018,1,1,3,0,0.0,0.0,0.0,25,1
2018-01-01 04:00:00+00:00,2018,1,1,4,0,9.65,0.0,7.25,25,1
2018-01-01 05:00:00+00:00,2018,1,1,5,0,9.65,0.0,7.25,25,1
2018-01-01 06:00:00+00:00,2018,1,1,6,0,9.65,0.0,7.25,25,1
2018-01-01 07:00:00+00:00,2018,1,1,7,0,9.65,0.0,7.25,25,1
2018-01-01 08:00:00+00:00,2018,1,1,8,0,136.07,0.0,31.87,25,1
2018-01-01 09:00:00+00:00,2018,1,1,9,0,295.55,0.0,49.17,25,1
2018-01-01 10:00:00+00:00,2018,1,1,10,0,421.42,0.0,60.11,25,1
2018-01-01 11:00:00+00:00,2018,1,1,11,0,432.3466666666667,0.0,61.89,25,1
2018-01-01 12:00:00+00:00,2018,1,1,12,0,443.2733333333333,0.0,63.67,25,1
2018-01-01 13:00:00+00:00,2018,1,1,13,0,454.2,0.0,65.45,25,1
2018-01-01 14:00:00+00:00,2018,1,1,14,0,375.4,0.0,76.31,25,1
2018-01-01 15:00:00+00:00,2018,1,1,15,0,240.68,0.0,36.37,25,1
2018-01-01 16:00:00+00:00,2018,1,1,16,0,70.0,0.0,19.78,25,1
2018-01-01 17:00:00+00:00,2018,1,1,17,0,65.90133333333333,0.0,19.00466666666667,25,1
2018-01-01 18:00:00+00:00,2018,1,1,18,0,61.80266666666667,0.0,18.229333333333333,25,1
2018-01-01 19:00:00+00:00,2018,1,1,19,0,57.70399999999999,0.0,17.454,25,1
2018-01-01 20:00:00+00:00,2018,1,1,20,0,0.0,0.0,0.0,25,1
2018-01-01 21:00:00+00:00,2018,1,1,21,0,0.0,0.0,0.0,25,1
2018-01-01 22:00:00+00:00,2018,1,1,22,0,0.0,0.0,0.0,25,1
2018-01-01 23:00:00+00:00,2018,1,1,23,0,0.0,0.0,0.0,25,1
2018-01-02 00:00:00+00:00,2018,1,2,0,0,0.0,0.0,0.0,25,1
2018-01-02 01:00:00+00:00,2018,1,2,1,0,0.0,0.0,0.0,25,1
2018-01-02 02:00:00+00:00,2018,1,2,2,0,0.0,0.0,0.0,25,1
2018-01-02 03:00:00+00:00,2018,1,2,3,0,0.0,0.0,0.0,25,1
2018-01-02 04:00:00+00:00,2018,1,2,4,0,20.81599999999999,0.0,10.475999999999999,25,1
2018-01-02 05:00:00+00:00,2018,1,2,5,0,16.717333333333322,0.0,9.700666666666667,25,1
2018-01-02 06:00:00+00:00,2018,1,2,6,0,12.618666666666655,0.0,8.925333333333333,25,1
2018-01-02 07:00:00+00:00,2018,1,2,7,0,8.52,0.0,8.15,25,1
2018-01-02 08:00:00+00:00,2018,1,2,8,0,135.75,0.0,32.5,25,1
2018-01-02 09:00:00+00:00,2018,1,2,9,0,258.35,0.0,72.79,25,1
2018-01-02 10:00:00+00:00,2018,1,2,10,0,350.45,0.0,88.94,25,1
2018-01-02 11:00:00+00:00,2018,1,2,11,0,384.765,0.0,136.07,25,1
2018-01-02 12:00:00+00:00,2018,1,2,12,0,419.08,0.0,183.2,25,1
2018-01-02 13:00:00+00:00,2018,1,2,13,0,453.67,0.0,135.63,25,1
2018-01-02 14:00:00+00:00,2018,1,2,14,0,342.02,0.0,83.11,25,1
2018-01-02 15:00:00+00:00,2018,1,2,15,0,220.55,0.0,52.99,25,1
2018-01-02 16:00:00+00:00,2018,1,2,16,0,66.22,0.0,25.27,25,1
2018-01-02 17:00:00+00:00,2018,1,2,17,0,62.370666666666665,0.0,24.112,25,1
2018-01-02 18:00:00+00:00,2018,1,2,18,0,58.52133333333333,0.0,22.954,25,1
2018-01-02 19:00:00+00:00,2018,1,2,19,0,54.672,0.0,21.796,25,1
2018-01-02 20:00:00+00:00,2018,1,2,20,0,0.0,0.0,0.0,25,1
2018-01-02 21:00:00+00:00,2018,1,2,21,0,0.0,0.0,0.0,25,1
2018-01-02 22:00:00+00:00,2018,1,2,22,0,0.0,0.0,0.0,25,1
2018-01-02 23:00:00+00:00,2018,1,2,23,0,0.0,0.0,0.0,25,1
2018-01-03 00:00:00+00:00,2018,1,3,0,0,0.0,0.0,0.0,25,1
2018-01-03 01:00:00+00:00,2018,1,3,1,0,0.0,0.0,0.0,25,1
