Timestamp,Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Temperature,Wind Speed
2018-01-01 00:00:00+00:00,2018,1,1,0,0,0.0,0.0,0.0,25,1
2018-01-01 01:00:00+00:00,2018,1,1,1,0,0.0,0.0,0.0,25,1
2018-01-01 02:00:00+00:00,2018,1,1,2,0,72.85,0.0,40.03,25,1
2018-01-01 03:00:00+00:00,2018,1,1,3,0,72.85,0.0,40.03,25,1
2018-01-01 04:00:00+00:00,2018,1,1,4,0,72.85,0.0,40.03,25,1
2018-01-01 05:00:00+00:00,2018,1,1,5,0,72.85,0.0,40.03,25,1
2018-01-01 06:00:00+00:00,2018,1,1,6,0,322.365,0.0,71.875,25,1
2018-01-01 07:00:00+00:00,2018,1,1,7,0,571.88,0.0,103.72,25,1
2018-01-01 08:00:00+00:00,2018,1,1,8,0,802.45,0.0,107.48,25,1
2018-01-01 09:00:00+00:00,2018,1,1,9,0,983.03,0.0,118.52,25,1
2018-01-01 10:00:00+00:00,2018,1,1,10,0,1102.28,0.0,130.18,25,1
2018-01-01 11:00:00+00:00,2018,1,1,11,0,1144.95,0.0,160.9,25,1
2018-01-01 12:00:00+00:00,2018,1,1,12,0,1115.38,0.0,226.94,25,1
2018-01-01 13:00:00+00:00,2018,1,1,13,0,975.03,0.0,217.64,25,1
2018-01-01 14:00:00+00:00,2018,1,1,14,0,796.6,0.0,230.38,25,1
2018-01-01 15:00:00+00:00,2018,1,1,15,0,584.55,0.0,219.91,25,1
2018-01-01 16:00:00+00:00,2018,1,1,16,0,138.44,0.0,146.375,25,1
2018-01-01 17:00:00+00:00,2018,1,1,17,0,135.45,0.0,72.84,25,1
2018-01-01 18:00:00+00:00,2018,1,1,18,0,5.88,0.0,7.47,25,1
2018-01-01 19:00:00+00:00,2018,1,1,19,0,12.031818181818181,0.0,9.918181818181818,25,1
2018-01-01 20:00:00+00:00,2018,1,1,20,0,18.183636363636364,0.0,12.366363636363637,25,1
2018-01-01 21:00:00+00:00,2018,1,1,21,0,24.335454545454546,0.0,14.814545454545454,25,1
2018-01-01 22:00:00+00:00,2018,1,1,22,0,0.0,0.0,0.0,25,1
2018-01-01 23:00:00+00:00,2018,1,1,23,0,0.0,0.0,0.0,25,1
2018-01-02 00:00:00+00:00,2018,1,2,0,0,0.0,0.0,0.0,25,1
2018-01-02 01:00:00+00:00,2018,1,2,1,0,0.0,0.0,0.0,25,1
2018-01-02 02:00:00+00:00,2018,1,2,2,0,55.09454545454546,0.0,27.055454545454545,25,1
2018-01-02 03:00:00+00:00,2018,1,2,3,0,61.24636363636365,0.0,29.503636363636364,25,1
2018-01-02 04:00:00+00:00,2018,1,2,4,0,67.39818181818183,0.0,31.951818181818183,25,1
2018-01-02 05:00:00+00:00,2018,1,2,5,0,73.55,0.0,34.4,25,1
2018-01-02 06:00:00+00:00,2018,1,2,6,0,325.15,0.0,60.620000000000005,25,1
2018-01-02 07:00:00+00:00,2018,1,2,7,0,576.75,0.0,86.84,25,1
2018-01-02 08:00:00+00:00,2018,1,2,8,0,809.47,0.0,88.26,25,1
2018-01-02 09:00:00+00:00,2018,1,2,9,0,991.72,0.0,93.07,25,1
2018-01-02 10:00:00+00:00,2018,1,2,10,0,1116.38,0.0,88.9,25,1
2018-01-02 11:00:00+00:00,2018,1,2,11,0,1166.82,0.0,93.01,25,1
2018-01-02 12:00:00+00:00,2018,1,2,12,0,1139.6,0.0,134.19,25,1
2018-01-02 13:00:00+00:00,2018,1,2,13,0,1037.03,0.0,174.78,25,1
2018-01-02 14:00:00+00:00,2018,1,2,14,0,870.55,0.0,177.29,25,1
2018-01-02 15:00:00+00:00,2018,1,2,15,0,654.88,0.0,165.51,25,1
2018-01-02 16:00:00+00:00,2018,1,2,16,0,403.4,0.0,131.73,25,1
2018-01-02 17:00:00+00:00,2018,1,2,17,0,156.15,0.0,66.85,25,1
2018-01-02 18:00:00+00:00,2018,1,2,18,0,149.15583333333333,0.0,64.38499999999999,25,1
2018-01-02 19:00:00+00:00,2018,1,2,19,0,142.16166666666666,0.0,61.919999999999995,25,1
2018-01-02 20:00:00+00:00,2018,1,2,20,0,135.16750000000002,0.0,59.455,25,1
2018-01-02 21:00:00+00:00,2018,1,2,21,0,0.0,0.0,0.0,25,1
2018-01-02 22:00:00+00:00,2018,1,2,22,0,0.0,0.0,0.0,25,1
2018-01-02 23:00:00+00:00,2018,1,2,23,0,0.0,0.0,0.0,25,1
2018-01-03 00:00:00+00:00,2018,1,3,0,0,0.0,0.0,0.0,25,1
2018-01-03 01:00:00+00:00,2018,1,3,1,0,0.0,0.0,0.0,25,1
