Site,Calama
Latitude,-22.45
Longitude,-68.93
Timezone,-4
Elevation,1000
,,,,,,,,,
,,,,,,,,,
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Tdry,Wspd
2020,1,17,14,0,1178.25,43.0,1173.0500000000002,22.700000000000003,8.3
2020,1,17,15,0,1178.25,43.0,1171.5500000000002,23.35,8.3
2020,1,17,16,0,1091.5,42.5,1158.95,24.65,8.05
2020,1,17,17,0,929.3,41.400000000000006,1108.65,25.1,7.65
2020,1,17,18,0,712.45,39.35,1012.8,25.1,7.25
2020,1,17,19,0,328.65000000000003,27.8,773.5,25.1,6.4
2020,1,17,20,0,32.55,8.8,773.5,22.95,5.15
2020,1,17,21,0,0.0,0.0,294.1,19.15,3.7
2020,1,17,22,0,0.0,0.0,0.0,16.2,2.1
2020,1,17,23,0,0.0,0.0,0.0,14.6,1.65
2020,1,17,24,0,0.0,0.0,0.0,12.95,1.65
2020,1,18,1,0,0.0,0.0,0.0,12.95,2.15
2020,1,18,2,0,0.0,0.0,0.0,11.45,2.5
2020,1,18,3,0,0.0,0.0,0.0,9.45,2.6500000000000004
2020,1,18,4,0,0.0,0.0,0.0,7.699999999999999,3.0
2020,1,18,5,0,0.0,0.0,0.0,6.550000000000001,3.4
2020,1,18,6,0,0.0,0.0,0.0,6.550000000000001,3.4
2020,1,18,7,0,0.0,0.0,0.0,7.85,3.55
2020,1,18,8,0,92.95,13.7,421.6,12.05,3.0
